,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
7972,10-01-2617-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO MIXTO PROFESIONAL VISION EDUCATIVA 2000,"2A. CALLE 2-65 ZONA 2, COLONIA MAYA BARRIO LA UNION",55314778,JUANA MARIA CIFUENTES PEREZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
7973,10-01-2649-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES CEI,1A. CALLE BARRIO LA ESPERANZA ZONA 2,79373035,JUANA MARIA CIFUENTES PEREZ,JASSON ALEMAO ZUNIGA DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
7974,10-01-2685-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO DE ESTUDIOS SUPERIORES INTEGRALES,6A. AVENIDA NORTE 4-28 ZONA 1,78720984,JUANA MARIA CIFUENTES PEREZ,DAVID CASTILLO PADILLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
7975,10-01-2689-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""CENTROAMERICANO""",12 CALLE 5-03 ZONA 1,50194448,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,JOSE ANTONIO MEDRANO OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7976,10-01-2690-46,10-018,SUCHITEPEQUEZ,MAZATENANGO,COLEGIO CENTRO DE ESTUDIOS INTEGRALES CEI,1A. CALLE BARRIO LA ESPERANZA ZONA 2,79373035,JUANA MARIA CIFUENTES PEREZ,JASSON ALEMAO ZUNIGA DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7977,10-01-2693-46,10-019,SUCHITEPEQUEZ,MAZATENANGO,INSTITUTO PRIVADO CRISTIANO MESOAMERICANO,CALZADA CENTENARIO 1-14 ZONA 2,,REYNA DEL ROSARIO CHAVEZ BARROW DE PACHECO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7978,10-02-0004-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,"COLEGIO TECNICO PRIVADO MIXTO ""EL REDENTOR""","RESIDENCIALES ""LOS EUCALIPTOS"" DEL CENTRO UNO LA MAQUINA",,ERWIN RIGOBERTO AVILA,CESAR BARCO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
7979,10-02-0005-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,"COLEGIO TECNICO PRIVADO MIXTO ""EL REDENTOR""","RESIDENCIALES ""LOS EUCALIPTOS "" DEL CENTRO UNO LA MAQUINA",,ERWIN RIGOBERTO AVILA,CESAR AUGUSTO BARCO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7980,10-02-0031-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO,CANTON PARROQUIA,78684492,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7981,10-02-0032-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO,CENTRAL NO. 1 PARCELAMIENTO LA MAQUINA,,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7982,10-02-0052-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7983,10-02-0053-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7984,10-02-0056-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SABATINO,SUCHITEPEQUEZ,
7985,10-02-0057-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
7986,10-02-0059-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
7987,10-02-0063-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,"COLEGIO CATOLICO PRIVADO ""SAN JOSE""","CENTRO UNO, PARCELAMIENTO LA MAQUINA",79272441,ERWIN RIGOBERTO AVILA,MARIA GUADALUPE MEJIA CALDERON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7988,10-02-0073-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO LICEO CUYOTECO,2A. AVENIDA 2-27 ZONA 1,47698076,ERWIN RIGOBERTO AVILA,SERGIO AMILCAR DIAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SUCHITEPEQUEZ,
7989,10-02-0074-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM. 169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SUCHITEPEQUEZ,
7990,10-02-0452-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO 'SUPERACION',"CENTRO URBANO NO.1, LOTE NO.44 PARCELAMIENTO LA MAQUINA",78580770,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7991,10-02-0887-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO EVANGELICO PRIVADO MIXTO EBEN-EZER,"CENTRO UNO, PARCELAMIENTO LA MAQUINA",55642098,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7992,10-02-2184-46,,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO CRISTIANO PRIVADO MIXTO SAN JOSE,PARCELAMIENTO LA MAQUINA,,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7993,10-02-2223-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE,CENTRO UNO PARCELAMIENTO LA MAQUINA,54867663,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7994,10-02-2224-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS 'NUEVO HORIZONTE',CENTRO UNO SAN JOSE LA MAQUINA,,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
7995,10-02-2226-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS 'NUEVO HORIZONTE' (POR MADUREZ),CENTRO UNO SAN JOSE LA MAQUINA,,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
7996,10-02-2258-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO 'LICEO CUYOTECO',2A. AVENIDA 2-27 ZONA 1,78684337,ERWIN RIGOBERTO AVILA,SERGIO AMILCAR DIAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
7997,10-02-2325-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,KM.169 CARRETERA AL PACIFICO,78683985,ERWIN RIGOBERTO AVILA,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
7998,10-02-2439-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO LICEO TECNICO DE ESTUDIOS AVANZADOS,CALLE DE LA ESTACION CANTON ICAN,78423685,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
7999,10-02-2555-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO LICEO CUYOTECO,2A.AV. 2-27 ZONA 1,78684337,ERWIN RIGOBERTO AVILA,SERGIO AMILCAR DIAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8000,10-02-2602-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO PRIVADO MIXTO LICEO CUYOTECO,2A. AVENIDA 2-27 ZONA 1,78684337,ERWIN RIGOBERTO AVILA,SERGIO AMILCAR DIAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8001,10-02-2707-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,COLEGIO LICEO TECNICO DE ESTUDIOS AVANZADOS,"CALLE DE LA ESTACION, CANTON ICAN",78423685,ERWIN RIGOBERTO AVILA,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8002,10-03-0001-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,CENTRO INTEGRAL EMPRESARIAL POR MADUREZ CIEM,5A. C 2-66 ZONA 1,77650630,CARLOS FILEMON SAMAYOA MADRID,CARLOS SAMAYOA MADRID,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,SUCHITEPEQUEZ,
8003,10-03-0012-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SAN FRANCISCO,COLONIA EL ROSARIO,41321198,CARLOS FILEMON SAMAYOA MADRID,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8004,10-03-0020-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,ESCUELA PRIVADA DE CAFICULTURA LAS NUBES,FINCA LAS NUBES,37060046,CARLOS FILEMON SAMAYOA MADRID,JULIO ELISEO VICENTE GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8005,10-03-0025-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,79389478,CARLOS FILEMON SAMAYOA MADRID,LUBET QUINONEZ FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8006,10-03-0026-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,79389478,CARLOS FILEMON SAMAYOA MADRID,LUBET QUINONEZ FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8007,10-03-0027-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,55541735,CARLOS FILEMON SAMAYOA MADRID,LUBET QUINONEZ FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
8008,10-03-0028-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PREUNIVERSITARIO CAMINO A LA EXCELENCIA,2A. AVENIDA 2-80 ZONA 1,79389478,CARLOS FILEMON SAMAYOA MADRID,LUBET QUINONEZ FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8009,10-03-0031-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO EL TRIUNFO,SAN FRANCISCO ZAPOTITLAN,79389424,CARLOS FILEMON SAMAYOA MADRID,JUAN DE DIOS POLICARPIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8010,10-03-0037-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"INSTITUTO PRIVADO MIXTO ""EL ALFARERO""","CALLE PRINCIPAL SEGUNDO CALLEJON LOTIFICACION EL PANORAMA, CANTON SAN JOSE",55584766,CARLOS FILEMON SAMAYOA MADRID,FRANCISCO EVERARDO POL RAFAEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8011,10-03-0038-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"COLEGIO ""MONTE VERDE""",2A. AVENIDA 1-72 ZONA 0,55101636,CARLOS FILEMON SAMAYOA MADRID,KARLA PAULINA RODRIGUEZ MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8012,10-03-0040-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"INSTITUTO PRIVADO MIXTO ""EL ALFARERO""","CALLE PRINCIPAL, SEGUNDO CALLEJON LOTIFICACION EL PANORAMA, CANTON SAN JOSE",33670465,CARLOS FILEMON SAMAYOA MADRID,FRANCISCO EVERARDO POL RAFAEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8013,10-03-0042-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,"INSTITUTO PRIVADO MIXTO ""EL ALFARERO""","CALLE PRINCIPAL, SEGUNDO CALLEJON, LOTIFICACION EL PANORAMA, CANTON SAN JOSE",33670465,CARLOS FILEMON SAMAYOA MADRID,FRANCISCO EVERARDO POL RAFAEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SUCHITEPEQUEZ,
8014,10-03-2319-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO PRIVADO MIXTO EL TRIUNFO,5TA. CALLE 2-66 ZONA 1,,CARLOS FILEMON SAMAYOA MADRID,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8015,10-03-2495-46,,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO PRE-UNIVERSITARIO FRANCISCANO,5A. CALLE 2-66 ZONA 1,5565-501,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8016,10-03-2496-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO PRE-UNIVERSITARIO FRANCISCANO,5A. CALLE 2-66 ZONA 1,55655011,CARLOS FILEMON SAMAYOA MADRID,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
8017,10-03-2498-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,INSTITUTO PRE-UNIVERSITARIO FRANCISCANO,5A. CALLE 2-66 ZONA 1,55655011,CARLOS FILEMON SAMAYOA MADRID,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8018,10-03-2524-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,COLEGIO ELEMENTAL SUPERIOR SAN FRANCISCO,1. CALLE 2-042 ZONA 1,55718744,CARLOS FILEMON SAMAYOA MADRID,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8019,10-04-0018-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",CANTON LAS FLORES,41704607,RANDY YESID FIGUEROA SOLIS,GILDA MARIELA FLORES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8020,10-04-0019-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",CANTON LAS FLORES,32767248,RANDY YESID FIGUEROA SOLIS,GILDA MARIELA FLORES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8021,10-04-0021-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",CANTON LAS FLORES,41704667,RANDY YESID FIGUEROA SOLIS,GILDA MARIELA FLORES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SUCHITEPEQUEZ,
8022,10-05-0019-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,LICEO SAN JOSE,ENTRADA DE LA AVENIDA PRINCIPAL,51186264,CARLOS EMELITON VALENZUELA MARROQUIN,ELY MAGNOLIA VAC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8023,10-05-0024-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,LICEO SAN JOSE,ENTRADA DE LA AVENIDA PRINCIPAL,41240077,CARLOS EMELITON VALENZUELA MARROQUIN,ELY MAGNOLIA VAC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
8024,10-05-0028-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,LICEO SAN JOSE,ENTRADA DE LA AVENIDA PRINCIPAL,41240077,CARLOS EMELITON VALENZUELA MARROQUIN,ELY MAGNOLIA VAC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8025,10-06-0016-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA SANTO DOMINGO,SANTO DOMINGO SUCHIPEQUEZ,41573558,FREDY STUARDO QUINONEZ,DOMINGO CUJUY PON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8026,10-06-0024-46,10-025,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,COMUNIDAD LA GUADALUPE,53337160,JOSE ENRIQUE LOPEZ RAZAM,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8027,10-06-0039-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""TECNOLOGICO""",PARCELAMIENTO MONTERREY,42690270,FREDY STUARDO QUINONEZ,MARIA GABRIELA MARTINEZ SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8028,10-06-0043-46,10-029,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,"CENTRO EDUCATIVO PRIVADO ""MODALIDADES FLEXIBLES PARA LA EDUCACION MEDIA LUPITA""",CALLE PRINCIPAL DE COMUNIDAD GUADALUPE,53566163,GLODY SUCELY OSORIO FIGUEROA DE MORALES,ERNESTO SALES PEREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
8029,10-06-0044-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,"COLEGIO PRIVADO MIXTO ""TECNOLOGICO""",PARCELAMIENTO MONTERREY,42690270,FREDY STUARDO QUINONEZ,MARIA GABRIEL MARTINEZ SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SUCHITEPEQUEZ,
8030,10-06-2286-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,COLEGIO PRIVADO MIXTO DE DIVERSIFICADO SHALEM,ENTRADA CANTON TARACENA,,FREDY STUARDO QUINONEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8031,10-06-2417-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,COLEGIO PRIVADO MIXTO SHALEM,ENTRADA CANTON TARACENA,,FREDY STUARDO QUINONEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPEQUEZ,
8032,10-06-2446-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,INSTITUTO PRIVADO MIXTO 'TECNOLOGIA Y DESARROLLO',1A. AVENIDA 5-75 ZONA 1,,FREDY STUARDO QUINONEZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8033,10-06-2709-46,10-025,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,COLEGIO CENTRO PEDAGOGICO GUADALUPE,PARCELAMIENTO CONRADO DE LA CRUZ,50515783,JOSE ENRIQUE LOPEZ RAZAM,NORMA JUDITH CORADO DE LA CRUZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPEQUEZ,
8034,10-07-0009-46,10-004,SUCHITEPEQUEZ,SAN LORENZO,"COLEGIO PRIVADO MIXTO ""LICEO LORENZANO""",SAN LORENZO,52478870,MARIA JOSE ARANGO VICENTE,HAROLDO GAMABIEL HIDALGO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPEQUEZ,
